Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,1989,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,223,300",
SURVEY,1988,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,564,800",
SURVEY,1987,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,901,700",
SURVEY,1986,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,478,000",
SURVEY,1985,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,455,300",
SURVEY,1984,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,367,300",
SURVEY,1983,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,161,700",
SURVEY,1982,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,105,900",
SURVEY,1981,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,886,300",
SURVEY,1980,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,679,100",
SURVEY,1979,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,926,900",
SURVEY,1978,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,302,200",
SURVEY,1977,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"5,692,100",
SURVEY,1976,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"5,528,100",
SURVEY,1975,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"5,406,400",
SURVEY,1974,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,172,400",
SURVEY,1973,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,CATTLE,"CATTLE, CALVES - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,375,800",
