Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,MENDOCINO,45,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,BUTTE,7,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,TEHAMA,103,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,13,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,TULARE,107,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,9,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,AMADOR,5,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,CALAVERAS,9,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SISKIYOU-SHASTA,20,SISKIYOU,93,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,6,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,IMPERIAL,25,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,20,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,RIVERSIDE,65,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,18.1
CENSUS,2012,END OF DEC,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SAN BERNARDINO,71,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,18.1
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,EAST CENTRAL,60,ADAMS,1,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,EAST CENTRAL,60,CHEYENNE,17,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,EAST CENTRAL,60,EL PASO,41,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,EAST CENTRAL,60,ELBERT,39,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,EAST CENTRAL,60,KIOWA,61,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,EAST CENTRAL,60,KIT CARSON,63,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,18,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,EAST CENTRAL,60,LINCOLN,73,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,EAST CENTRAL,60,PHILLIPS,95,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,EAST CENTRAL,60,WASHINGTON,121,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,EAST CENTRAL,60,YUMA,125,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,22,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,NORTHEAST,20,BOULDER,13,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,NORTHEAST,20,LARIMER,69,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,NORTHEAST,20,LOGAN,75,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,17,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,NORTHEAST,20,MORGAN,87,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,15,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,NORTHEAST,20,SEDGWICK,115,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,NORTHEAST,20,WELD,123,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,60,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,GRAND,49,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,GUNNISON,51,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,JACKSON,57,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,MOFFAT,81,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,PARK,93,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,RIO BLANCO,103,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SAN LUIS VALLEY,80,RIO GRANDE,105,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SAN LUIS VALLEY,80,SAGUACHE,109,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHEAST,90,BACA,9,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHEAST,90,BENT,11,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHEAST,90,CROWLEY,25,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHEAST,90,FREMONT,43,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHEAST,90,LAS ANIMAS,71,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHEAST,90,OTERO,89,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,9,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHEAST,90,PROWERS,99,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHEAST,90,PUEBLO,101,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHWEST,70,DELTA,29,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,6,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHWEST,70,GARFIELD,45,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHWEST,70,LA PLATA,67,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHWEST,70,MESA,77,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHWEST,70,MONTEZUMA,83,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,9,31.4
CENSUS,2012,END OF DEC,,COUNTY,COLORADO,8,SOUTHWEST,70,MONTROSE,85,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,11,31.4
CENSUS,2012,END OF DEC,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,NEW HAVEN,9,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2012,END OF DEC,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,NEW LONDON,11,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,(L)
CENSUS,2012,END OF DEC,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,WINDHAM,15,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,(L)
CENSUS,2012,END OF DEC,,COUNTY,DELAWARE,10,CENTRAL,50,KENT,1,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,36.5
CENSUS,2012,END OF DEC,,COUNTY,DELAWARE,10,NORTHERN,20,NEW CASTLE,3,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,36.5
CENSUS,2012,END OF DEC,,COUNTY,DELAWARE,10,SOUTHERN,80,SUSSEX,5,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,36.5
CENSUS,2012,END OF DEC,,COUNTY,FLORIDA,12,NORTHEAST,30,SUWANNEE,121,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,EAST,90,BINGHAM,11,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,17,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,EAST,90,BONNEVILLE,19,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,6,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,EAST,90,BUTTE,23,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,EAST,90,CARIBOU,29,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,EAST,90,CUSTER,37,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,EAST,90,FRANKLIN,41,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,EAST,90,FREMONT,43,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,EAST,90,JEFFERSON,51,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,6,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,EAST,90,LEMHI,59,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,EAST,90,MADISON,65,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,EAST,90,POWER,77,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,EAST,90,TETON,81,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,NORTH,10,CLEARWATER,35,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,3,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,NORTH,10,IDAHO,49,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,NORTH,10,LATAH,57,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,NORTH,10,NEZ PERCE,69,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,6,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,BLAINE,13,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,1,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,CASSIA,31,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,12,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,GOODING,47,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,JEROME,53,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,10,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,LINCOLN,63,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,MINIDOKA,67,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,TWIN FALLS,83,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,7,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,ADA,1,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,CANYON,27,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,14,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,ELMORE,39,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,GEM,45,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,2,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,OWYHEE,73,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,12,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,PAYETTE,75,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,VALLEY,85,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,4,34.4
CENSUS,2012,END OF DEC,,COUNTY,IDAHO,16,SOUTHWEST,70,WASHINGTON,87,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,6,34.4
CENSUS,2012,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,DE WITT,39,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,8,14.5
CENSUS,2012,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,LOGAN,107,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,9,14.5
CENSUS,2012,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,MACON,115,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,14.5
CENSUS,2012,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,MARSHALL,123,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,22,14.5
CENSUS,2012,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,MASON,125,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,5,14.5
CENSUS,2012,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,MCLEAN,113,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,18,14.5
CENSUS,2012,END OF DEC,,COUNTY,ILLINOIS,17,CENTRAL,40,MENARD,129,,,0,,CATTLE,"CATTLE, ON FEED - OPERATIONS WITH INVENTORY",TOTAL,NOT SPECIFIED,11,14.5
