Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2018,FIRST OF JAN,,STATE,OKLAHOMA,40,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"880,000",
SURVEY,2018,FIRST OF JAN,,STATE,OREGON,41,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"160,000",
SURVEY,2018,FIRST OF JAN,,STATE,PENNSYLVANIA,42,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"295,000",
SURVEY,2018,FIRST OF JAN,,STATE,RHODE ISLAND,44,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,800,
SURVEY,2018,FIRST OF JAN,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"82,000",
SURVEY,2018,FIRST OF JAN,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"310,000",
SURVEY,2018,FIRST OF JAN,,STATE,TENNESSEE,47,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"430,000",
SURVEY,2018,FIRST OF JAN,,STATE,TEXAS,48,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"1,970,000",
SURVEY,2018,FIRST OF JAN,,STATE,UTAH,49,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"75,000",
SURVEY,2018,FIRST OF JAN,,STATE,VERMONT,50,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"42,000",
SURVEY,2018,FIRST OF JAN,,STATE,VIRGINIA,51,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"350,000",
SURVEY,2018,FIRST OF JAN,,STATE,WASHINGTON,53,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"140,000",
SURVEY,2018,FIRST OF JAN,,STATE,WEST VIRGINIA,54,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"71,000",
SURVEY,2018,FIRST OF JAN,,STATE,WISCONSIN,55,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"700,000",
SURVEY,2018,FIRST OF JAN,,STATE,WYOMING,56,,,,,,,0,,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,NOT SPECIFIED,"85,000",
