Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2018,FIRST OF JUN,,STATE,INDIANA,18,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"3,950,000",
SURVEY,2018,FIRST OF JUN,,STATE,IOWA,19,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"22,600,000",
SURVEY,2018,FIRST OF JUN,,STATE,KANSAS,20,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"2,040,000",
SURVEY,2018,FIRST OF JUN,,STATE,MICHIGAN,26,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"1,200,000",
SURVEY,2018,FIRST OF JUN,,STATE,MINNESOTA,27,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"8,500,000",
SURVEY,2018,FIRST OF JUN,,STATE,MISSOURI,29,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"3,500,000",
SURVEY,2018,FIRST OF JUN,,STATE,NEBRASKA,31,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"3,500,000",
SURVEY,2018,FIRST OF JUN,,STATE,NORTH CAROLINA,37,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"8,900,000",
SURVEY,2018,FIRST OF JUN,,STATE,OHIO,39,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"2,900,000",
SURVEY,2018,FIRST OF JUN,,STATE,OKLAHOMA,40,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"2,150,000",
SURVEY,2018,FIRST OF JUN,,STATE,OTHER STATES,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"3,126,000",
SURVEY,2018,FIRST OF JUN,,STATE,PENNSYLVANIA,42,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"1,300,000",
SURVEY,2018,FIRST OF JUN,,STATE,SOUTH DAKOTA,46,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"1,680,000",
SURVEY,2018,FIRST OF JUN,,STATE,TEXAS,48,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"1,140,000",
SURVEY,2018,FIRST OF JUN,,STATE,UTAH,49,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"530,000",
SURVEY,2018,FIRST OF SEP,,STATE,COLORADO,8,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"780,000",
SURVEY,2018,FIRST OF SEP,,STATE,ILLINOIS,17,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"5,450,000",
SURVEY,2018,FIRST OF SEP,,STATE,INDIANA,18,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"4,200,000",
SURVEY,2018,FIRST OF SEP,,STATE,IOWA,19,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"23,600,000",
SURVEY,2018,FIRST OF SEP,,STATE,KANSAS,20,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"2,030,000",
SURVEY,2018,FIRST OF SEP,,STATE,MICHIGAN,26,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"1,220,000",
SURVEY,2018,FIRST OF SEP,,STATE,MINNESOTA,27,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"8,600,000",
SURVEY,2018,FIRST OF SEP,,STATE,MISSOURI,29,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"3,750,000",
SURVEY,2018,FIRST OF SEP,,STATE,NEBRASKA,31,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"3,450,000",
SURVEY,2018,FIRST OF SEP,,STATE,NORTH CAROLINA,37,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"9,400,000",
SURVEY,2018,FIRST OF SEP,,STATE,OHIO,39,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"2,800,000",
SURVEY,2018,FIRST OF SEP,,STATE,OKLAHOMA,40,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"2,280,000",
SURVEY,2018,FIRST OF SEP,,STATE,OTHER STATES,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"3,161,000",
SURVEY,2018,FIRST OF SEP,,STATE,PENNSYLVANIA,42,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"1,310,000",
SURVEY,2018,FIRST OF SEP,,STATE,SOUTH DAKOTA,46,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"1,720,000",
SURVEY,2018,FIRST OF SEP,,STATE,TEXAS,48,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"1,130,000",
SURVEY,2018,FIRST OF SEP,,STATE,UTAH,49,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"605,000",
