Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,1970,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"67,285,000",
SURVEY,1969,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"57,046,000",
SURVEY,1968,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"60,829,000",
SURVEY,1967,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"58,818,000",
SURVEY,1966,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"57,125,000",
SURVEY,1965,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"50,519,000",
SURVEY,1964,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"56,106,000",
SURVEY,1963,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"62,060,000",
SURVEY,1962,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"62,726,000",
SURVEY,1961,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"61,837,000",
SURVEY,1960,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"55,560,000",
SURVEY,1959,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"59,026,000",
SURVEY,1958,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"58,045,000",
SURVEY,1957,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"51,517,000",
SURVEY,1956,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"51,897,000",
SURVEY,1955,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"55,354,000",
SURVEY,1954,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"50,474,000",
SURVEY,1953,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"45,114,000",
SURVEY,1952,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"51,755,000",
SURVEY,1951,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"62,117,000",
SURVEY,1950,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"62,269,000",
SURVEY,1949,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"58,937,000",
SURVEY,1948,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"56,257,000",
SURVEY,1947,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"54,590,000",
SURVEY,1946,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"56,810,000",
SURVEY,1945,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"61,306,000",
SURVEY,1944,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"59,373,000",
SURVEY,1943,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"83,741,000",
SURVEY,1942,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"73,881,000",
SURVEY,1941,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"60,607,000",
SURVEY,1940,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"54,353,000",
SURVEY,1939,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"61,165,000",
SURVEY,1938,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"50,012,000",
SURVEY,1937,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"44,525,000",
SURVEY,1936,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"43,083,000",
SURVEY,1935,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"42,975,000",
SURVEY,1934,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"39,066,000",
SURVEY,1933,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"58,621,000",
SURVEY,1932,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"62,127,000",
SURVEY,1931,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"59,301,000",
SURVEY,1930,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"54,835,000",
SURVEY,1929,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"55,705,000",
SURVEY,1928,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"59,042,000",
SURVEY,1927,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"61,873,000",
SURVEY,1926,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"55,496,000",
SURVEY,1925,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"52,105,000",
SURVEY,1924,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"55,770,000",
SURVEY,1923,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"66,576,000",
SURVEY,1922,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"69,304,000",
SURVEY,1921,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"59,849,000",
SURVEY,1920,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"58,942,000",
SURVEY,1919,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"60,159,000",
SURVEY,1918,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"64,326,000",
SURVEY,1917,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"62,931,000",
SURVEY,1916,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"57,578,000",
SURVEY,1915,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"60,596,000",
SURVEY,1914,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"56,600,000",
SURVEY,1913,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"52,853,000",
SURVEY,1912,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"53,747,000",
SURVEY,1911,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"55,394,000",
SURVEY,1910,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"55,366,000",
SURVEY,1909,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"48,072,000",
SURVEY,1908,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"52,508,000",
SURVEY,1907,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"58,388,000",
SURVEY,1906,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"56,543,000",
SURVEY,1905,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"53,633,000",
SURVEY,1904,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"53,176,000",
SURVEY,1903,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"51,623,000",
SURVEY,1902,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"48,100,000",
SURVEY,1901,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"47,858,000",
SURVEY,1900,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"50,681,000",
SURVEY,1899,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"51,055,000",
SURVEY,1898,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"51,558,000",
SURVEY,1897,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"53,282,000",
SURVEY,1896,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"51,232,000",
SURVEY,1895,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"49,154,000",
SURVEY,1894,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"47,628,000",
SURVEY,1893,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"46,522,000",
SURVEY,1892,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"43,652,000",
SURVEY,1891,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"45,165,000",
SURVEY,1890,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"47,435,000",
SURVEY,1889,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"48,130,000",
SURVEY,1888,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"44,508,000",
SURVEY,1887,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"42,134,000",
SURVEY,1886,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"42,563,000",
SURVEY,1885,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"45,457,000",
SURVEY,1884,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"47,330,000",
SURVEY,1883,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"45,961,000",
SURVEY,1882,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"43,440,000",
SURVEY,1881,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"42,566,000",
SURVEY,1880,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"43,076,000",
SURVEY,1879,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"44,327,000",
SURVEY,1878,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"43,767,000",
SURVEY,1877,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"43,375,000",
SURVEY,1876,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"39,333,000",
SURVEY,1875,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"35,715,000",
SURVEY,1874,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"35,834,000",
SURVEY,1873,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"38,377,000",
SURVEY,1872,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"39,794,000",
SURVEY,1871,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"39,296,000",
SURVEY,1870,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"36,688,000",
SURVEY,1869,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"33,781,000",
SURVEY,1868,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"32,570,000",
SURVEY,1867,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"33,304,000",
SURVEY,1866,FIRST OF DEC,,NATIONAL,US TOTAL,,,,,,,,0,,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"34,489,000",
